sample_id,temperature_C,rpm,vibration_g,noise_dB,current_A,voltage_V,power_W,humidity_pct,failure_mode,health_status
41,39.38,768.1,0.1279,46.95,0.1693,232.65,39.4,86.1,Healthy,Healthy
42,33.0,633.8,0.1406,45.79,0.1115,221.58,24.71,82.33,Healthy,Healthy
43,49.65,1031.0,0.1929,35.0,0.2005,227.66,45.65,99.0,Healthy,Healthy
44,42.36,649.2,0.1411,44.98,0.1495,218.86,32.73,84.15,Healthy,Healthy
45,38.11,493.6,0.1847,45.91,0.1305,221.49,28.91,89.24,Healthy,Healthy
46,43.36,1031.2,0.1154,35.0,0.2169,227.62,49.37,94.43,Healthy,Healthy
47,40.37,1023.4,0.08,38.64,0.2719,228.11,62.03,82.97,Healthy,Healthy
48,35.77,705.4,0.0995,41.33,0.1491,228.97,34.13,91.22,Healthy,Healthy
49,36.85,954.5,0.0812,35.0,0.2202,223.75,49.27,81.8,Healthy,Healthy
50,33.0,662.7,0.117,35.0,0.1808,229.13,41.43,84.67,Healthy,Healthy
51,37.34,882.5,0.1046,35.0,0.1972,227.02,44.78,89.99,Healthy,Healthy
52,46.17,964.6,0.1326,35.03,0.2425,234.85,56.94,86.74,Healthy,Healthy
53,46.0,1024.8,0.0879,44.13,0.255,224.87,57.34,93.47,Healthy,Healthy
54,39.19,971.3,0.1303,38.2,0.208,217.83,45.3,88.3,Healthy,Healthy
55,39.26,559.0,0.1377,40.77,0.1125,230.08,25.89,89.83,Healthy,Healthy
56,33.78,954.4,0.1217,38.98,0.2566,228.68,58.67,85.11,Healthy,Healthy
57,42.8,1292.6,0.08,51.79,0.3382,222.55,75.26,83.75,Healthy,Healthy
58,33.0,970.7,0.1628,43.87,0.2438,225.37,54.95,83.29,Healthy,Healthy
59,45.55,650.7,0.1497,38.41,0.1278,227.97,29.13,84.15,Healthy,Healthy
60,42.94,772.2,0.1108,37.08,0.2042,225.1,45.97,85.09,Healthy,Healthy
61,38.63,807.9,0.08,35.0,0.1808,221.45,40.04,92.31,Healthy,Healthy
62,43.05,480.3,0.1345,35.0,0.1,226.0,22.6,89.37,Healthy,Healthy
63,38.15,918.1,0.0947,35.0,0.1966,231.42,45.49,82.82,Healthy,Healthy
64,41.49,836.9,0.0937,43.79,0.1891,225.19,42.58,86.19,Healthy,Healthy
65,41.66,845.4,0.1163,35.0,0.2274,228.06,51.85,87.68,Healthy,Healthy
66,47.66,877.6,0.1897,41.96,0.1825,226.09,41.27,99.0,Healthy,Healthy
67,43.39,770.0,0.127,35.79,0.1529,220.82,33.77,87.83,Healthy,Healthy
68,46.92,1053.9,0.1147,35.0,0.2325,226.47,52.66,89.57,Healthy,Healthy
69,42.78,933.1,0.095,36.72,0.2143,224.77,48.18,83.93,Healthy,Healthy
70,39.94,803.9,0.1215,48.15,0.2062,230.79,47.6,90.61,Healthy,Healthy
71,43.55,980.1,0.1199,54.86,0.2445,233.18,57.01,93.18,Healthy,Healthy
72,42.48,964.0,0.1489,36.53,0.1626,231.41,37.63,87.21,Healthy,Healthy
73,38.02,728.1,0.0945,36.03,0.16,223.32,35.74,90.2,Healthy,Healthy
74,33.0,868.9,0.0811,43.64,0.2062,221.19,45.6,90.04,Healthy,Healthy
75,37.0,868.6,0.0988,39.32,0.1786,219.43,39.18,88.07,Healthy,Healthy
76,36.96,794.7,0.1158,35.0,0.1638,227.85,37.32,92.83,Healthy,Healthy
77,43.8,655.8,0.119,41.14,0.1703,223.45,38.06,84.69,Healthy,Healthy
78,39.89,789.1,0.1195,42.63,0.203,221.44,44.96,84.4,Healthy,Healthy
79,35.17,1127.9,0.08,37.21,0.2583,236.81,61.16,87.82,Healthy,Healthy
80,39.26,783.2,0.1159,37.36,0.1939,229.43,44.48,86.34,Healthy,Healthy
81,38.28,1061.8,0.1527,47.74,0.2606,228.68,59.59,76.45,Healthy,Healthy
82,34.5,893.6,0.1809,35.0,0.1781,228.43,40.69,84.95,Healthy,Healthy
83,49.56,930.2,0.1671,35.59,0.187,235.09,43.97,79.49,Healthy,Healthy
84,39.12,679.6,0.1171,36.01,0.1477,226.16,33.4,86.55,Healthy,Healthy
85,35.3,1109.5,0.1124,47.65,0.2397,230.09,55.15,90.58,Healthy,Healthy
86,33.0,1270.8,0.1795,35.0,0.28,231.52,64.82,88.01,Healthy,Healthy
87,40.85,774.3,0.1147,42.93,0.178,236.29,42.07,88.32,Healthy,Healthy
88,43.57,1134.6,0.1615,38.34,0.2622,226.99,59.52,87.19,Healthy,Healthy
89,36.19,671.5,0.1186,48.27,0.1,233.17,23.32,88.63,Healthy,Healthy
90,41.19,890.3,0.08,40.42,0.2104,217.86,45.83,98.82,Healthy,Healthy
91,33.41,689.0,0.1518,35.0,0.1538,237.59,36.54,86.43,Healthy,Healthy
92,38.85,967.9,0.1663,47.18,0.2321,229.11,53.18,87.75,Healthy,Healthy
93,47.15,863.3,0.1043,37.23,0.1837,230.78,42.39,84.43,Healthy,Healthy
94,38.83,890.9,0.08,35.0,0.1903,220.58,41.97,80.38,Healthy,Healthy
95,36.23,1136.1,0.1929,36.32,0.2543,220.26,56.01,88.84,Healthy,Healthy
96,48.77,1123.8,0.113,38.69,0.2918,223.77,65.3,92.21,Healthy,Healthy
97,41.55,869.0,0.1035,35.0,0.1912,227.1,43.43,96.85,Healthy,Healthy
98,37.12,1099.3,0.1415,35.0,0.2873,225.73,64.85,87.07,Healthy,Healthy
99,34.84,1107.1,0.251,40.1,0.2854,224.95,64.2,86.79,Healthy,Healthy
100,33.05,1099.7,0.1432,35.0,0.2472,226.02,55.88,91.45,Healthy,Healthy
101,42.99,926.6,0.1285,35.0,0.202,215.33,43.51,94.48,Healthy,Healthy
102,45.14,959.5,0.1233,45.81,0.2107,229.13,48.28,82.98,Healthy,Healthy
103,40.3,848.9,0.1992,36.72,0.1941,226.15,43.89,90.39,Healthy,Healthy
104,39.05,1320.1,0.1453,35.0,0.2925,231.76,67.8,94.93,Healthy,Healthy
105,44.01,971.8,0.1614,35.0,0.2471,224.62,55.51,86.83,Healthy,Healthy
106,33.0,885.2,0.1346,40.58,0.1887,225.14,42.47,83.28,Healthy,Healthy
107,40.78,990.6,0.1457,40.77,0.255,227.79,58.1,90.86,Healthy,Healthy
108,40.41,948.9,0.1067,42.09,0.1956,230.42,45.06,82.55,Healthy,Healthy
109,42.92,1271.2,0.1281,42.83,0.2504,232.75,58.29,92.44,Healthy,Healthy
110,43.32,896.1,0.0871,40.3,0.1593,226.8,36.13,95.56,Healthy,Healthy
111,37.73,1037.8,0.0957,41.77,0.2272,229.14,52.06,85.85,Healthy,Healthy
112,52.0,878.5,0.1435,35.94,0.1826,227.17,41.48,94.27,Healthy,Healthy
113,33.45,596.3,0.0863,35.0,0.1155,225.53,26.05,90.26,Healthy,Healthy
114,37.29,900.3,0.1263,45.81,0.2373,217.39,51.59,93.21,Healthy,Healthy
115,45.72,1053.6,0.1024,43.24,0.2256,228.03,51.44,85.27,Healthy,Healthy
116,36.29,924.5,0.08,36.98,0.1613,222.45,35.87,90.23,Healthy,Healthy
117,41.0,691.9,0.1309,35.0,0.1771,231.35,40.97,88.74,Healthy,Healthy
118,36.94,1185.3,0.1571,50.81,0.3136,222.66,69.83,84.74,Healthy,Healthy
119,37.83,685.9,0.08,35.0,0.1725,224.16,38.67,86.43,Healthy,Healthy
120,33.0,760.9,0.1492,39.72,0.159,222.89,35.43,90.05,Healthy,Healthy
121,45.1,697.5,0.08,35.0,0.1675,229.67,38.47,83.41,Healthy,Healthy
122,45.24,713.5,0.1849,36.29,0.1442,225.48,32.52,83.11,Healthy,Healthy
123,45.22,908.1,0.1472,35.0,0.185,229.84,42.51,82.82,Healthy,Healthy
124,37.59,1010.0,0.08,35.0,0.2302,213.65,49.18,84.77,Healthy,Healthy
125,42.4,794.4,0.1609,40.6,0.1838,236.97,43.55,88.92,Healthy,Healthy
126,52.89,1001.6,0.0906,42.04,0.2281,221.95,50.62,85.82,Healthy,Healthy
127,42.13,1038.4,0.08,35.0,0.2886,230.84,66.63,92.78,Healthy,Healthy
128,33.0,840.8,0.1546,52.54,0.1974,229.5,45.3,82.17,Healthy,Healthy
129,34.91,627.5,0.1778,40.03,0.173,230.56,39.89,89.8,Healthy,Healthy
130,34.61,1172.5,0.1428,39.4,0.3354,222.91,74.77,86.37,Healthy,Healthy
131,48.64,779.3,0.1022,40.58,0.1687,225.31,38.01,87.39,Healthy,Healthy
132,42.79,502.2,0.1281,35.31,0.1213,228.99,27.78,90.47,Healthy,Healthy
133,33.0,830.0,0.0921,35.0,0.2163,227.02,49.1,77.53,Healthy,Healthy
134,48.52,1005.1,0.1116,35.0,0.2379,222.45,52.92,79.46,Healthy,Healthy
135,43.88,1032.0,0.1395,35.56,0.2331,229.87,53.59,87.56,Healthy,Healthy
136,41.4,695.3,0.08,41.52,0.2272,238.42,54.16,86.93,Healthy,Healthy
137,49.88,567.2,0.1414,36.47,0.1656,224.89,37.23,82.23,Healthy,Healthy
138,38.85,955.1,0.08,41.83,0.1646,229.44,37.77,95.62,Healthy,Healthy
139,48.9,993.0,0.08,35.0,0.2693,228.14,61.44,83.28,Healthy,Healthy
140,33.0,1101.2,0.1513,35.03,0.3013,225.15,67.83,85.72,Healthy,Healthy
141,35.67,1080.6,0.08,35.0,0.2853,231.03,65.9,92.28,Healthy,Healthy
142,45.3,926.4,0.08,35.0,0.237,230.96,54.73,85.17,Healthy,Healthy
143,50.89,734.7,0.1058,36.03,0.2144,224.25,48.08,84.42,Healthy,Healthy
144,33.0,813.1,0.0917,35.0,0.2142,234.16,50.15,89.32,Healthy,Healthy
145,37.66,856.3,0.1311,40.96,0.2158,227.05,49.0,84.9,Healthy,Healthy
146,41.35,735.2,0.1284,42.45,0.1753,232.38,40.73,89.34,Healthy,Healthy
147,34.37,1094.6,0.08,35.0,0.2257,228.72,51.63,89.8,Healthy,Healthy
148,38.64,1085.0,0.08,37.18,0.2151,227.2,48.88,89.28,Healthy,Healthy
149,50.29,648.7,0.1103,35.0,0.1728,226.96,39.22,92.4,Healthy,Healthy
150,38.79,1035.9,0.08,35.0,0.2771,228.74,63.37,92.4,Severe_Failure,Warning
151,36.52,892.3,0.08,37.31,0.216,229.92,49.67,99.0,Severe_Failure,Warning
152,44.3,745.8,0.08,37.35,0.2382,238.18,56.73,81.23,Severe_Failure,Warning
153,35.93,696.6,0.08,42.05,0.1993,229.1,45.66,85.81,Severe_Failure,Warning
154,34.24,834.8,0.0871,35.0,0.2186,229.32,50.12,86.26,Severe_Failure,Warning
155,42.44,1026.3,0.0908,35.0,0.3706,221.93,82.26,91.86,Severe_Failure,Warning
156,37.99,1302.9,0.08,35.0,0.3647,220.72,80.51,89.18,Severe_Failure,Warning
157,33.09,895.6,0.08,36.05,0.2033,233.77,47.53,85.8,Severe_Failure,Warning
158,36.26,951.8,0.1012,35.0,0.2846,228.73,65.11,82.28,Severe_Failure,Warning
159,36.16,1102.7,0.117,35.0,0.2577,229.24,59.08,91.74,Severe_Failure,Warning
160,34.1,888.5,0.08,35.0,0.2617,232.37,60.81,87.02,Severe_Failure,Warning
161,35.99,966.4,0.08,35.0,0.2828,231.26,65.39,83.28,Severe_Failure,Warning
162,33.0,1048.0,0.08,42.68,0.3317,230.61,76.48,85.14,Severe_Failure,Warning
163,33.37,1098.4,0.08,35.0,0.2798,230.18,64.4,86.14,Severe_Failure,Warning
164,37.2,909.7,0.08,35.0,0.2466,227.69,56.15,86.63,Severe_Failure,Warning
165,33.0,813.5,0.124,35.0,0.2259,228.05,51.51,83.73,Severe_Failure,Warning
166,33.0,936.7,0.139,38.16,0.2863,231.58,66.3,83.77,Severe_Failure,Warning
167,34.9,594.5,0.08,35.0,0.1785,222.31,39.68,97.04,Severe_Failure,Warning
168,33.0,952.9,0.1095,37.7,0.2812,221.75,62.35,89.09,Severe_Failure,Warning
169,33.0,1056.0,0.1252,35.0,0.3295,227.41,74.92,86.2,Severe_Failure,Warning
170,33.0,1205.7,0.08,35.0,0.3314,227.75,75.48,89.27,Severe_Failure,Warning
171,37.08,1066.4,0.1303,37.95,0.3391,230.62,78.21,88.43,Severe_Failure,Warning
172,35.54,438.1,0.1026,35.0,0.1202,225.89,27.16,84.26,Severe_Failure,Warning
173,36.63,1150.5,0.0849,36.65,0.347,223.11,77.41,80.33,Severe_Failure,Warning
174,33.65,1164.1,0.1029,36.74,0.3122,230.01,71.81,85.73,Severe_Failure,Warning
175,33.0,734.3,0.08,35.0,0.2221,233.73,51.91,87.09,Severe_Failure,Warning
176,33.0,827.9,0.1028,35.0,0.2639,228.83,60.39,87.37,Severe_Failure,Warning
177,33.53,1159.0,0.08,35.0,0.2945,219.73,64.72,80.66,Severe_Failure,Warning
178,37.22,910.0,0.098,35.0,0.281,228.38,64.17,97.47,Severe_Failure,Warning
179,33.0,794.2,0.08,35.96,0.2273,217.34,49.41,97.17,Severe_Failure,Warning
180,33.0,764.7,0.1093,35.0,0.2706,226.79,61.37,89.53,Severe_Failure,Warning
181,42.14,1374.2,0.1484,35.8,0.3775,216.95,81.89,87.9,Severe_Failure,Warning
182,38.01,1041.7,0.1023,35.2,0.2998,224.85,67.41,85.6,Severe_Failure,Warning
183,33.0,849.9,0.1401,35.0,0.2336,229.56,53.63,90.06,Severe_Failure,Warning
184,33.96,1157.2,0.08,35.0,0.3424,225.57,77.23,87.34,Severe_Failure,Warning
185,33.05,883.8,0.1589,35.0,0.187,232.74,43.51,92.68,Severe_Failure,Warning
186,36.51,1118.1,0.08,35.0,0.274,228.1,62.49,91.36,Severe_Failure,Warning
187,33.0,1004.6,0.08,35.0,0.2998,221.38,66.37,84.48,Severe_Failure,Warning
188,33.0,839.0,0.0848,38.24,0.2357,231.5,54.56,85.12,Severe_Failure,Warning
189,37.48,989.7,0.08,38.83,0.2216,230.45,51.07,91.58,Severe_Failure,Warning
190,43.92,997.0,0.08,35.0,0.2616,233.37,61.05,90.51,Severe_Failure,Warning
191,37.67,1044.1,0.08,35.0,0.2815,230.55,64.89,83.46,Severe_Failure,Warning
192,35.46,1193.1,0.08,35.0,0.3206,229.35,73.54,86.02,Severe_Failure,Warning
193,34.06,1298.1,0.08,40.15,0.3893,222.04,86.44,87.2,Severe_Failure,Warning
194,33.0,974.0,0.08,44.18,0.3075,231.07,71.06,87.66,Severe_Failure,Warning
195,33.12,556.6,0.1614,35.0,0.1,226.27,22.63,87.52,Severe_Failure,Warning
196,37.01,1057.8,0.1277,35.0,0.2929,231.03,67.66,91.31,Severe_Failure,Warning
197,40.87,853.1,0.1108,35.0,0.242,238.15,57.63,88.37,Severe_Failure,Warning
198,41.09,595.6,0.1907,35.0,0.1257,233.03,29.3,88.11,Severe_Failure,Warning
199,35.93,1024.3,0.08,35.69,0.3215,228.43,73.45,84.85,Severe_Failure,Warning
200,36.01,979.1,0.0938,35.0,0.2844,227.37,64.67,88.45,Severe_Failure,Warning
201,35.35,755.0,0.185,35.0,0.235,224.91,52.85,87.69,Severe_Failure,Warning
202,37.87,686.5,0.08,39.15,0.1799,215.39,38.74,85.93,Severe_Failure,Warning
203,35.33,1151.2,0.08,41.61,0.3008,227.23,68.34,83.31,Severe_Failure,Warning
204,35.41,991.1,0.1322,37.77,0.2617,224.43,58.74,92.78,Severe_Failure,Warning
205,33.0,757.6,0.08,37.24,0.2091,228.61,47.8,94.74,Severe_Failure,Warning
206,33.0,1019.3,0.1514,35.0,0.2736,224.42,61.4,88.75,Severe_Failure,Warning
207,33.0,824.4,0.1328,35.0,0.2559,228.11,58.37,93.39,Severe_Failure,Warning
208,36.27,998.1,0.0885,40.42,0.3533,233.23,82.41,88.7,Severe_Failure,Warning
209,33.61,956.5,0.1393,35.0,0.284,227.78,64.68,82.39,Severe_Failure,Warning
210,47.65,438.4,0.0865,39.05,0.1,221.57,22.16,88.97,Severe_Failure,Warning
211,36.98,919.5,0.1025,35.0,0.2618,222.85,58.33,86.48,Severe_Failure,Warning
212,42.74,870.0,0.1221,37.48,0.2107,230.45,48.56,89.66,Severe_Failure,Warning
213,42.32,766.7,0.08,35.0,0.2034,230.77,46.94,93.93,Severe_Failure,Warning
214,37.16,672.5,0.1622,37.38,0.1873,222.64,41.7,85.82,Severe_Failure,Warning
215,34.9,860.8,0.0998,35.0,0.2339,226.86,53.05,89.31,Severe_Failure,Warning
216,33.0,836.5,0.1093,35.0,0.2055,231.52,47.59,91.16,Severe_Failure,Warning
217,33.0,1017.3,0.08,35.0,0.2993,235.6,70.51,93.08,Severe_Failure,Warning
218,39.18,873.9,0.08,39.47,0.1894,227.88,43.17,91.64,Severe_Failure,Warning
219,36.41,915.9,0.1038,37.72,0.2672,226.0,60.38,83.45,Severe_Failure,Warning
220,33.0,958.9,0.1344,35.0,0.2435,225.15,54.82,83.45,Severe_Failure,Warning
221,34.09,816.5,0.158,35.0,0.2363,227.72,53.82,90.78,Severe_Failure,Warning
222,36.7,720.7,0.08,35.0,0.1645,233.95,38.49,86.3,Severe_Failure,Warning
223,35.22,1298.4,0.08,37.03,0.37,227.72,84.25,83.96,Severe_Failure,Warning
224,33.94,886.0,0.08,35.0,0.2862,229.5,65.69,92.43,Severe_Failure,Warning
225,34.83,862.2,0.1182,35.0,0.2249,219.89,49.46,86.36,Severe_Failure,Warning
226,33.0,1154.4,0.158,35.0,0.3062,234.97,71.94,94.16,Severe_Failure,Warning
227,35.19,1239.7,0.0899,37.2,0.3591,233.68,83.91,86.08,Severe_Failure,Warning
228,33.0,1160.2,0.0993,35.0,0.3307,225.52,74.58,84.89,Severe_Failure,Warning
229,36.87,829.7,0.1025,38.81,0.194,226.48,43.95,87.55,Severe_Failure,Warning
230,48.39,1099.4,0.0864,43.01,0.3399,229.36,77.97,89.97,Severe_Failure,Warning
231,37.7,1045.6,0.1173,39.61,0.2627,225.2,59.16,86.52,Severe_Failure,Warning
232,49.55,1130.8,0.2475,50.99,0.3439,232.85,80.08,88.95,Severe_Failure,Warning
233,38.54,998.3,0.1538,43.37,0.2758,228.4,62.99,85.36,Severe_Failure,Warning
234,43.8,1239.8,0.1787,40.34,0.3537,224.39,79.38,97.44,Severe_Failure,Warning
235,43.77,562.9,0.1137,36.88,0.1833,229.81,42.13,91.26,Severe_Failure,Warning
236,40.71,1174.3,0.1968,44.96,0.3395,226.09,76.76,94.46,Severe_Failure,Warning
237,38.51,829.8,0.1349,44.76,0.2104,227.98,47.98,88.16,Severe_Failure,Warning
238,50.66,802.1,0.1639,45.72,0.211,230.47,48.63,82.83,Severe_Failure,Warning
239,43.9,771.4,0.129,46.47,0.1867,240.0,44.81,89.76,Severe_Failure,Warning
240,53.5,991.7,0.1492,50.37,0.2975,235.93,70.19,92.69,Severe_Failure,Warning
241,37.14,1044.0,0.0941,36.6,0.2828,227.75,64.4,92.86,Severe_Failure,Warning
242,40.55,816.1,0.2177,55.12,0.2161,222.3,48.03,81.22,Severe_Failure,Warning
243,43.12,949.2,0.0938,52.48,0.2714,215.73,58.55,88.62,Severe_Failure,Warning
244,50.03,1397.5,0.08,51.98,0.3847,233.42,89.8,81.57,Severe_Failure,Warning
245,38.65,779.4,0.1282,40.36,0.2506,232.6,58.29,85.51,Severe_Failure,Warning
246,46.83,829.0,0.22,37.29,0.2539,223.86,56.83,90.08,Severe_Failure,Warning
247,45.46,1155.6,0.083,42.24,0.3436,226.56,77.84,92.99,Severe_Failure,Warning
248,51.98,616.4,0.1099,43.32,0.1611,228.04,36.73,88.67,Severe_Failure,Warning
249,46.39,944.1,0.1333,46.78,0.284,229.97,65.32,83.32,Severe_Failure,Warning
250,33.0,465.2,0.08,40.61,0.1442,235.27,33.93,90.14,Severe_Failure,Warning
251,37.3,651.7,0.08,47.17,0.1488,220.48,32.8,84.48,Severe_Failure,Warning
252,37.61,685.8,0.1799,39.5,0.1852,230.37,42.66,86.66,Severe_Failure,Warning
253,40.68,742.2,0.1237,41.89,0.2031,228.09,46.32,88.15,Severe_Failure,Warning
254,51.36,675.5,0.08,45.97,0.2306,224.45,51.75,85.19,Severe_Failure,Warning
255,41.8,936.2,0.1028,42.34,0.2505,231.03,57.87,90.28,Severe_Failure,Warning
256,43.6,1152.0,0.0896,37.52,0.3359,226.44,76.07,90.73,Severe_Failure,Warning
257,42.04,1267.0,0.12,36.16,0.3908,226.6,88.56,91.81,Severe_Failure,Warning
258,46.63,714.7,0.1301,48.04,0.1746,228.57,39.9,93.36,Severe_Failure,Warning
259,39.06,1031.1,0.08,44.6,0.2965,224.71,66.62,87.24,Severe_Failure,Warning
260,42.37,1117.5,0.1911,49.98,0.3692,230.27,85.02,83.01,Severe_Failure,Warning
261,42.3,921.8,0.1236,48.52,0.2146,225.01,48.29,83.39,Severe_Failure,Warning
262,42.97,1027.5,0.0854,39.9,0.2709,235.45,63.78,94.57,Severe_Failure,Warning
263,39.99,982.8,0.167,47.68,0.2827,228.14,64.51,94.1,Severe_Failure,Warning
264,35.37,982.5,0.08,43.73,0.2852,223.65,63.79,93.02,Severe_Failure,Warning
265,49.0,767.4,0.1028,40.92,0.2192,228.54,50.1,85.52,Severe_Failure,Warning
266,42.7,541.1,0.08,57.61,0.1666,231.95,38.65,94.38,Severe_Failure,Warning
267,50.18,837.2,0.1595,55.78,0.2694,219.12,59.02,87.14,Severe_Failure,Warning
268,46.28,762.0,0.1836,45.53,0.2149,233.34,50.13,89.14,Severe_Failure,Warning
269,46.49,850.0,0.1402,36.47,0.2359,228.7,53.96,91.02,Severe_Failure,Warning
270,50.19,1073.1,0.1095,38.71,0.3169,226.85,71.9,92.72,Severe_Failure,Warning
271,59.01,1158.4,0.08,38.33,0.3795,223.57,84.84,89.91,Severe_Failure,Warning
272,51.23,927.1,0.0951,46.52,0.2762,228.74,63.18,93.16,Severe_Failure,Warning
273,48.72,686.9,0.132,43.92,0.2211,222.58,49.21,87.85,Severe_Failure,Warning
274,45.15,829.9,0.0888,39.72,0.1888,217.05,40.98,87.01,Severe_Failure,Warning
275,50.96,761.0,0.0952,54.09,0.2081,223.43,46.5,86.55,Severe_Failure,Warning
276,38.91,922.3,0.08,39.01,0.2246,225.64,50.68,83.32,Severe_Failure,Warning
277,46.91,816.0,0.08,52.86,0.2289,230.07,52.66,76.89,Severe_Failure,Warning
278,51.07,1062.5,0.08,48.68,0.337,225.91,76.14,91.86,Severe_Failure,Warning
279,49.12,747.4,0.1344,45.49,0.1735,221.27,38.39,86.89,Severe_Failure,Warning
280,42.94,1293.0,0.1223,36.9,0.4102,223.69,91.75,90.7,Severe_Failure,Warning
281,46.13,635.0,0.1247,51.29,0.1777,227.1,40.35,90.13,Severe_Failure,Warning
282,41.42,955.0,0.1003,53.52,0.2921,230.23,67.26,88.42,Severe_Failure,Warning
283,38.78,610.1,0.0879,43.03,0.1993,231.07,46.06,91.48,Severe_Failure,Warning
284,52.11,1088.6,0.1036,49.14,0.3601,220.19,79.29,91.98,Severe_Failure,Warning
285,40.79,908.4,0.0968,42.2,0.2705,227.26,61.46,84.09,Severe_Failure,Warning
286,40.73,937.0,0.1278,50.7,0.2382,230.87,55.0,93.78,Severe_Failure,Warning
287,40.87,738.5,0.2179,35.87,0.2348,222.63,52.28,91.17,Severe_Failure,Warning
288,39.21,1095.5,0.1095,47.58,0.2327,236.0,54.93,84.39,Severe_Failure,Warning
289,39.04,1015.7,0.0879,35.0,0.2593,224.53,58.21,85.27,Severe_Failure,Warning
290,33.03,801.8,0.1062,35.0,0.2084,232.1,48.38,82.95,Severe_Failure,Warning
291,34.07,897.0,0.0932,35.2,0.1929,230.46,44.45,90.25,Severe_Failure,Warning
292,42.24,739.7,0.093,41.69,0.2538,223.56,56.74,87.11,Severe_Failure,Warning
293,46.14,725.6,0.0883,36.26,0.24,227.08,54.49,78.08,Severe_Failure,Warning
294,33.32,789.2,0.1563,36.31,0.2335,233.82,54.59,85.64,Severe_Failure,Warning
295,44.49,850.7,0.1556,40.52,0.2653,224.32,59.52,86.31,Severe_Failure,Warning
