sample_id,temperature_C,rpm,vibration_g,noise_dB,current_A,voltage_V,power_W,humidity_pct,failure_mode,health_status
51,41.2,840.0,0.1151,37.78,0.1582,221.13,34.99,88.98,Healthy,Healthy
52,43.5,840.3,0.113,35.0,0.2072,226.38,46.9,87.39,Healthy,Healthy
53,44.53,914.5,0.08,44.19,0.1945,226.61,44.08,82.36,Healthy,Healthy
54,33.0,907.3,0.1211,35.0,0.2015,233.53,47.05,89.8,Healthy,Healthy
55,33.0,1037.0,0.1864,37.77,0.2682,223.43,59.92,95.3,Healthy,Healthy
56,38.38,878.3,0.1696,40.08,0.2104,225.69,47.49,89.4,Healthy,Healthy
57,43.91,837.0,0.1609,45.79,0.1389,215.32,29.92,86.14,Healthy,Healthy
58,43.39,867.5,0.1462,38.44,0.1754,235.67,41.33,82.23,Healthy,Healthy
59,43.28,771.4,0.1028,43.54,0.207,221.65,45.88,84.26,Healthy,Healthy
60,37.88,835.2,0.08,42.27,0.2073,228.63,47.4,89.57,Healthy,Healthy
61,38.23,1265.6,0.1104,39.16,0.3437,226.49,77.86,91.99,Healthy,Healthy
62,35.7,735.7,0.1087,35.0,0.2183,226.51,49.44,88.82,Healthy,Healthy
63,45.15,849.8,0.1702,35.0,0.1888,231.05,43.63,90.92,Healthy,Healthy
64,34.49,830.3,0.1348,39.07,0.2631,235.36,61.92,90.56,Healthy,Healthy
65,45.66,855.5,0.1972,35.58,0.2003,228.26,45.72,89.78,Healthy,Healthy
66,41.61,840.4,0.1774,43.45,0.1694,230.28,39.01,85.23,Healthy,Healthy
67,40.02,950.3,0.0981,42.52,0.2042,228.64,46.68,88.48,Healthy,Healthy
68,36.16,592.2,0.08,37.51,0.1,232.09,23.21,84.49,Healthy,Healthy
69,33.0,1086.7,0.1864,35.0,0.2981,224.69,66.98,87.87,Healthy,Healthy
70,36.21,1013.9,0.1851,41.25,0.2808,232.38,65.24,89.09,Healthy,Healthy
71,38.22,676.3,0.08,35.0,0.1297,232.55,30.15,94.35,Healthy,Healthy
72,33.0,491.6,0.1923,35.0,0.1084,232.41,25.19,82.69,Healthy,Healthy
73,39.05,724.1,0.1383,35.0,0.1716,223.7,38.39,89.68,Healthy,Healthy
74,46.13,856.3,0.1277,37.75,0.1732,226.16,39.17,93.58,Healthy,Healthy
75,43.88,1364.5,0.1973,44.8,0.2697,228.2,61.56,90.76,Healthy,Healthy
76,37.17,997.8,0.1844,38.47,0.227,220.15,49.97,91.05,Healthy,Healthy
77,40.6,574.6,0.1512,36.11,0.1252,234.97,29.42,90.09,Healthy,Healthy
78,36.79,775.9,0.1427,35.0,0.1703,226.94,38.64,92.86,Healthy,Healthy
79,41.24,890.4,0.1495,41.47,0.2139,228.42,48.87,83.56,Healthy,Healthy
80,50.02,945.7,0.1008,35.0,0.2603,224.11,58.33,82.39,Healthy,Healthy
81,46.41,663.3,0.1174,39.13,0.1464,220.37,32.26,87.78,Healthy,Healthy
82,43.59,875.7,0.08,36.59,0.2091,223.98,46.82,79.37,Healthy,Healthy
83,37.19,770.8,0.1041,43.01,0.2,228.1,45.62,92.6,Healthy,Healthy
84,45.03,701.3,0.1024,37.65,0.179,230.37,41.23,92.56,Healthy,Healthy
85,33.0,946.7,0.0896,38.18,0.2039,227.81,46.45,86.11,Healthy,Healthy
86,38.71,1039.3,0.1265,41.12,0.2452,228.73,56.08,86.35,Healthy,Healthy
87,43.98,1051.4,0.1045,49.85,0.2605,225.31,58.69,87.52,Healthy,Healthy
88,44.97,1003.4,0.1441,43.29,0.2029,229.48,46.55,88.0,Healthy,Healthy
89,44.53,810.5,0.08,38.02,0.2241,234.41,52.54,88.3,Healthy,Healthy
90,42.16,1028.6,0.1146,38.52,0.2797,230.52,64.47,89.98,Healthy,Healthy
91,39.06,955.6,0.1263,35.67,0.203,231.05,46.89,87.13,Healthy,Healthy
92,43.7,924.1,0.1051,35.0,0.221,228.47,50.49,91.48,Healthy,Healthy
93,34.29,789.9,0.1117,35.52,0.2021,219.48,44.36,89.54,Healthy,Healthy
94,34.97,810.6,0.08,35.0,0.174,221.78,38.59,85.43,Healthy,Healthy
95,40.69,913.3,0.1371,42.02,0.2264,229.27,51.92,93.01,Healthy,Healthy
96,41.39,1339.2,0.151,35.0,0.317,226.95,71.94,82.5,Healthy,Healthy
97,33.0,954.2,0.1436,45.68,0.182,229.2,41.71,87.44,Healthy,Healthy
98,43.17,790.0,0.1697,42.55,0.1971,235.38,46.38,91.57,Healthy,Healthy
99,45.18,750.2,0.1297,38.61,0.1446,230.63,33.34,84.98,Healthy,Healthy
100,39.81,811.5,0.1429,38.5,0.2154,233.29,50.24,89.01,Healthy,Healthy
101,55.29,1291.9,0.1275,35.5,0.2828,227.47,64.34,89.92,Healthy,Healthy
102,35.99,828.1,0.1529,39.95,0.1888,222.96,42.09,84.44,Healthy,Healthy
103,38.02,1063.2,0.08,44.36,0.2861,226.71,64.86,87.52,Healthy,Healthy
104,37.81,832.3,0.08,35.0,0.208,222.98,46.37,87.19,Healthy,Healthy
105,39.82,947.0,0.196,35.0,0.1911,234.79,44.86,85.65,Healthy,Healthy
106,38.23,1042.5,0.08,42.29,0.2151,230.95,49.69,96.78,Healthy,Healthy
107,33.0,797.1,0.1133,40.25,0.1694,229.6,38.89,84.82,Healthy,Healthy
108,36.85,784.6,0.1761,35.0,0.194,233.18,45.24,91.72,Healthy,Healthy
109,39.68,1198.6,0.1155,35.0,0.2896,216.9,62.81,86.27,Healthy,Healthy
110,48.05,1077.2,0.1006,35.0,0.228,229.94,52.43,83.56,Healthy,Healthy
111,54.2,1042.3,0.1262,35.0,0.2109,220.45,46.49,88.2,Healthy,Healthy
112,48.73,1041.7,0.1031,36.76,0.2509,226.96,56.94,90.33,Healthy,Healthy
113,35.41,982.7,0.1215,37.06,0.2243,225.44,50.56,91.39,Healthy,Healthy
114,35.91,1263.2,0.0873,35.0,0.3545,230.31,81.65,93.89,Healthy,Healthy
115,39.29,907.9,0.1731,35.0,0.2129,228.14,48.56,99.0,Healthy,Healthy
116,51.56,1003.9,0.1882,37.27,0.2845,233.73,66.5,88.78,Healthy,Healthy
117,39.26,638.8,0.1136,39.4,0.1166,223.99,26.13,85.21,Healthy,Healthy
118,33.0,751.5,0.08,36.8,0.1318,230.55,30.38,89.57,Healthy,Healthy
119,37.14,683.9,0.0949,44.74,0.1285,227.81,29.28,86.76,Healthy,Healthy
120,45.08,1129.3,0.1112,41.24,0.2965,218.82,64.87,91.41,Healthy,Healthy
121,44.65,440.5,0.1442,35.0,0.1514,222.41,33.68,82.74,Healthy,Healthy
122,39.04,827.6,0.08,41.32,0.1714,226.25,38.79,97.04,Healthy,Healthy
123,44.61,361.1,0.0832,41.76,0.1,232.56,23.26,91.14,Healthy,Healthy
124,33.0,750.4,0.1445,36.16,0.1427,229.32,32.72,81.23,Healthy,Healthy
125,40.96,811.6,0.165,35.0,0.1392,221.16,30.78,85.03,Healthy,Healthy
126,45.73,1149.3,0.0902,38.54,0.2881,226.3,65.19,90.98,Healthy,Healthy
127,35.04,971.4,0.08,38.46,0.2328,237.09,55.2,92.39,Healthy,Healthy
128,35.02,750.0,0.2773,35.0,0.1753,227.56,39.89,82.84,Healthy,Healthy
129,33.0,1091.9,0.1575,35.0,0.216,225.36,48.67,90.58,Healthy,Healthy
130,50.33,903.2,0.1072,38.03,0.2562,229.46,58.78,80.21,Healthy,Healthy
131,35.76,906.8,0.1616,37.24,0.1976,230.82,45.62,87.45,Healthy,Healthy
132,41.82,683.5,0.114,36.25,0.1743,224.72,39.16,92.14,Healthy,Healthy
133,44.11,721.8,0.1615,38.05,0.1281,229.51,29.41,85.65,Healthy,Healthy
134,49.84,751.5,0.1276,35.0,0.1701,225.36,38.33,81.92,Healthy,Healthy
135,39.33,908.4,0.1244,36.16,0.22,230.6,50.74,88.37,Healthy,Healthy
136,36.9,914.0,0.1146,41.37,0.2223,227.85,50.66,85.44,Healthy,Healthy
137,41.39,1177.9,0.08,36.62,0.2791,229.41,64.04,90.26,Healthy,Healthy
138,48.4,969.3,0.2128,35.0,0.2399,223.2,53.54,84.35,Healthy,Healthy
139,39.23,412.6,0.08,35.95,0.1,222.89,22.29,84.79,Healthy,Healthy
140,34.27,947.3,0.08,35.0,0.2265,231.73,52.49,79.92,Healthy,Healthy
141,33.0,639.0,0.1098,39.94,0.1523,226.6,34.5,88.46,Healthy,Healthy
142,33.0,726.1,0.08,40.22,0.1758,228.43,40.17,87.17,Healthy,Healthy
143,45.76,753.8,0.1175,35.0,0.1779,225.47,40.11,83.17,Healthy,Healthy
144,38.28,780.6,0.1529,42.59,0.1469,231.49,34.0,88.56,Healthy,Healthy
145,36.47,652.5,0.1677,35.0,0.1157,223.96,25.92,91.81,Healthy,Healthy
146,35.78,936.6,0.159,46.9,0.1572,226.32,35.58,86.96,Healthy,Healthy
147,40.84,646.1,0.1054,38.24,0.1734,230.93,40.04,88.85,Healthy,Healthy
148,38.79,964.2,0.1224,35.0,0.2479,232.86,57.73,88.87,Healthy,Healthy
149,38.58,1302.7,0.1395,35.0,0.3273,224.38,73.45,83.1,Healthy,Healthy
150,40.76,955.2,0.1319,35.0,0.2814,220.59,62.06,91.82,Loose_Casing,Warning
151,38.18,516.0,0.1376,35.0,0.1031,226.64,23.37,86.35,Loose_Casing,Warning
152,39.76,715.2,0.1276,35.0,0.2068,222.48,46.0,85.82,Loose_Casing,Warning
153,40.61,930.7,0.1333,35.0,0.2269,230.95,52.41,84.88,Loose_Casing,Warning
154,39.48,924.4,0.0973,35.0,0.1974,231.07,45.61,87.31,Loose_Casing,Warning
155,44.92,859.9,0.1229,35.0,0.2228,217.49,48.45,86.15,Loose_Casing,Warning
156,38.71,966.4,0.1174,39.44,0.2412,222.86,53.75,92.51,Loose_Casing,Warning
157,42.53,902.1,0.1441,35.0,0.2115,219.7,46.46,85.95,Loose_Casing,Warning
158,41.92,921.7,0.1333,35.0,0.2225,224.69,49.98,84.67,Loose_Casing,Warning
159,40.27,785.0,0.1109,35.6,0.1666,229.28,38.2,95.38,Loose_Casing,Warning
160,38.66,1076.8,0.1254,41.99,0.2284,225.79,51.56,86.04,Loose_Casing,Warning
161,38.85,822.5,0.1224,38.13,0.2129,224.05,47.71,88.4,Loose_Casing,Warning
162,39.32,660.5,0.1265,36.33,0.1479,233.5,34.54,89.56,Loose_Casing,Warning
163,36.92,761.2,0.1054,37.2,0.1754,215.48,37.79,83.37,Loose_Casing,Warning
164,38.4,837.3,0.1252,40.69,0.2031,233.18,47.36,92.62,Loose_Casing,Warning
165,37.49,1078.9,0.1167,38.91,0.2591,224.28,58.11,90.28,Loose_Casing,Warning
166,42.85,892.4,0.1241,36.42,0.1686,226.61,38.21,93.88,Loose_Casing,Warning
167,41.47,866.5,0.1096,38.87,0.2378,224.36,53.36,85.15,Loose_Casing,Warning
168,41.79,675.2,0.1116,35.0,0.1609,234.71,37.77,88.19,Loose_Casing,Warning
169,41.41,1041.4,0.1369,35.0,0.2374,220.85,52.42,87.95,Loose_Casing,Warning
170,40.62,782.6,0.1049,35.0,0.1946,227.06,44.18,88.83,Loose_Casing,Warning
171,43.07,882.0,0.106,35.0,0.2124,229.64,48.76,82.13,Loose_Casing,Warning
172,39.14,1166.4,0.1193,35.0,0.2934,218.94,64.24,88.23,Loose_Casing,Warning
173,40.5,991.6,0.1089,37.69,0.2463,222.4,54.77,82.24,Loose_Casing,Warning
174,41.71,606.9,0.1073,35.0,0.1615,226.26,36.54,89.2,Loose_Casing,Warning
175,37.8,581.5,0.1215,35.0,0.1731,222.57,38.53,79.5,Loose_Casing,Warning
176,46.16,888.4,0.0984,35.0,0.2318,222.92,51.67,80.58,Loose_Casing,Warning
177,40.35,681.7,0.1055,35.0,0.1546,225.25,34.83,90.99,Loose_Casing,Warning
178,40.57,1016.7,0.1495,40.95,0.2061,230.25,47.46,85.67,Loose_Casing,Warning
179,42.68,907.6,0.1266,35.0,0.258,225.29,58.12,83.95,Loose_Casing,Warning
180,42.03,929.8,0.1093,35.0,0.2104,232.39,48.89,92.76,Loose_Casing,Warning
181,40.37,772.8,0.126,38.09,0.1672,222.01,37.12,89.08,Loose_Casing,Warning
182,40.55,1213.4,0.1282,36.81,0.235,220.74,51.88,91.2,Loose_Casing,Warning
183,37.45,1411.7,0.1343,35.0,0.3388,236.63,80.16,87.15,Loose_Casing,Warning
184,39.25,849.9,0.1182,36.98,0.2024,223.71,45.28,98.25,Loose_Casing,Warning
185,41.28,963.5,0.134,35.07,0.1828,220.45,40.31,85.44,Loose_Casing,Warning
186,41.14,917.5,0.0907,45.05,0.2266,218.29,49.48,94.6,Loose_Casing,Warning
187,42.61,853.3,0.1048,35.62,0.1853,232.38,43.06,87.56,Loose_Casing,Warning
188,40.07,750.2,0.1224,35.0,0.2496,225.29,56.23,81.35,Loose_Casing,Warning
189,37.67,704.7,0.1247,35.0,0.1487,225.73,33.56,89.68,Loose_Casing,Warning
190,42.3,695.6,0.1069,35.0,0.1502,226.2,33.99,89.03,Loose_Casing,Warning
191,43.02,972.9,0.1237,35.0,0.2028,232.06,47.06,83.7,Loose_Casing,Warning
192,42.0,806.5,0.111,40.35,0.2236,226.1,50.55,84.2,Loose_Casing,Warning
193,39.99,435.9,0.116,35.0,0.1,238.72,23.87,87.7,Loose_Casing,Warning
194,42.28,980.1,0.1347,36.41,0.2086,227.67,47.49,89.16,Loose_Casing,Warning
195,46.79,893.1,0.1331,41.05,0.228,232.31,52.96,78.16,Loose_Casing,Warning
196,40.52,1142.4,0.1057,35.0,0.2283,231.03,52.75,91.91,Loose_Casing,Warning
197,37.82,967.2,0.1048,39.9,0.243,226.82,55.11,85.87,Loose_Casing,Warning
198,39.19,633.8,0.1141,35.0,0.1973,224.07,44.2,82.61,Loose_Casing,Warning
199,41.48,498.7,0.1196,35.78,0.1321,228.66,30.19,91.47,Loose_Casing,Warning
200,37.26,770.5,0.1105,35.0,0.1975,229.55,45.33,87.71,Loose_Casing,Warning
201,40.62,787.5,0.135,35.0,0.2079,224.14,46.59,92.54,Loose_Casing,Warning
202,41.02,1069.8,0.125,36.04,0.297,227.83,67.66,89.51,Loose_Casing,Warning
203,43.21,898.4,0.1258,45.3,0.2431,233.18,56.7,87.79,Loose_Casing,Warning
204,42.78,1104.1,0.1018,38.55,0.2698,237.35,64.04,87.2,Loose_Casing,Warning
205,41.94,661.5,0.1368,39.83,0.1794,231.27,41.49,89.68,Loose_Casing,Warning
206,36.21,1073.7,0.08,35.0,0.226,236.31,53.41,86.19,Loose_Casing,Warning
207,42.04,1029.8,0.132,35.0,0.2618,223.85,58.6,84.47,Loose_Casing,Warning
208,41.64,536.7,0.1334,35.0,0.1,230.51,23.05,90.18,Loose_Casing,Warning
209,40.78,1138.1,0.1138,35.0,0.2554,233.69,59.68,87.24,Loose_Casing,Warning
210,37.02,916.8,0.1383,35.0,0.1285,222.52,28.6,87.93,Loose_Casing,Warning
211,38.83,970.6,0.1191,35.0,0.2376,224.57,53.36,92.05,Loose_Casing,Warning
212,38.09,744.3,0.1209,35.0,0.1558,235.69,36.73,87.36,Loose_Casing,Warning
213,36.48,1129.5,0.1249,35.0,0.2943,222.12,65.38,87.86,Loose_Casing,Warning
214,40.29,686.5,0.1658,35.0,0.171,220.29,37.67,85.46,Loose_Casing,Warning
215,38.79,1049.8,0.1393,35.42,0.2761,234.64,64.78,89.48,Loose_Casing,Warning
216,45.27,1047.7,0.1301,35.0,0.2144,232.98,49.96,89.16,Loose_Casing,Warning
217,39.98,724.6,0.1069,35.0,0.1979,229.16,45.34,91.31,Loose_Casing,Warning
218,42.75,1257.0,0.1221,35.0,0.3516,226.77,79.74,85.54,Loose_Casing,Warning
219,37.33,941.7,0.1083,35.0,0.2409,224.81,54.16,86.01,Loose_Casing,Warning
220,39.3,1017.7,0.1318,35.0,0.2594,228.41,59.24,90.89,Loose_Casing,Warning
221,40.48,625.1,0.122,35.93,0.1506,234.9,35.37,88.78,Loose_Casing,Warning
222,38.58,1281.2,0.1038,38.09,0.2844,228.19,64.9,84.27,Loose_Casing,Warning
223,39.5,679.6,0.1212,38.24,0.1797,237.83,42.73,92.9,Loose_Casing,Warning
224,39.89,1084.5,0.1078,37.35,0.2113,222.51,47.02,81.18,Loose_Casing,Warning
225,39.86,720.9,0.1222,35.0,0.1566,226.9,35.54,90.86,Loose_Casing,Warning
226,43.81,788.6,0.1077,35.0,0.1349,225.13,30.38,82.87,Loose_Casing,Warning
227,41.02,1042.0,0.1204,35.0,0.2236,221.57,49.55,95.15,Loose_Casing,Warning
228,41.21,1085.0,0.1308,35.0,0.2709,226.23,61.3,81.78,Loose_Casing,Warning
229,41.32,671.2,0.1192,38.5,0.1706,229.09,39.08,92.29,Loose_Casing,Warning
230,41.46,1096.3,0.1144,35.0,0.2572,229.62,59.06,87.48,Loose_Casing,Warning
231,40.14,1088.1,0.1229,35.0,0.2586,237.85,61.51,86.37,Loose_Casing,Warning
232,39.69,731.2,0.13,35.0,0.1184,229.32,27.14,88.52,Loose_Casing,Warning
233,40.62,1187.8,0.1041,35.0,0.2668,232.75,62.1,90.26,Loose_Casing,Warning
234,42.49,637.8,0.1237,35.0,0.1299,227.33,29.54,84.27,Loose_Casing,Warning
235,42.43,787.5,0.1389,38.87,0.1655,235.39,38.96,84.62,Loose_Casing,Warning
236,39.84,986.2,0.1282,35.0,0.2467,238.99,58.97,90.33,Loose_Casing,Warning
237,41.75,746.4,0.1208,35.0,0.1503,229.66,34.52,81.14,Loose_Casing,Warning
238,39.93,947.5,0.1292,35.0,0.2043,222.04,45.37,85.52,Loose_Casing,Warning
239,40.36,943.4,0.1265,35.0,0.1623,224.26,36.4,99.0,Loose_Casing,Warning
240,39.4,866.3,0.1308,35.0,0.194,228.41,44.31,84.02,Loose_Casing,Warning
241,39.96,1049.8,0.0909,35.0,0.2148,229.28,49.25,92.28,Loose_Casing,Warning
242,42.84,858.9,0.0977,35.0,0.2026,230.49,46.7,85.51,Loose_Casing,Warning
243,40.47,941.7,0.1344,35.0,0.1934,229.3,44.34,89.79,Loose_Casing,Warning
244,40.56,1106.4,0.0984,35.0,0.261,227.03,59.27,90.35,Loose_Casing,Warning
245,37.56,1042.3,0.1258,35.67,0.2392,223.82,53.54,92.2,Loose_Casing,Warning
246,39.71,1041.5,0.1149,35.0,0.2893,229.01,66.26,87.02,Loose_Casing,Warning
247,39.84,693.1,0.1057,35.0,0.1755,236.27,41.47,95.56,Loose_Casing,Warning
248,38.73,994.5,0.125,40.39,0.1811,232.1,42.03,85.5,Loose_Casing,Warning
249,40.34,741.9,0.1229,36.38,0.1381,229.67,31.71,88.71,Loose_Casing,Warning
250,38.11,909.9,0.1097,49.55,0.2176,218.52,47.56,96.8,Loose_Casing,Warning
251,38.63,732.6,0.1463,38.16,0.2151,228.84,49.21,84.9,Loose_Casing,Warning
252,41.75,365.7,0.125,44.04,0.1,223.52,22.35,86.56,Loose_Casing,Warning
253,44.03,1142.9,0.1111,41.18,0.2498,231.33,57.79,87.6,Loose_Casing,Warning
254,42.92,1029.6,0.1115,44.18,0.2489,230.48,57.36,85.12,Loose_Casing,Warning
255,37.75,993.8,0.1126,37.65,0.2449,234.36,57.39,92.08,Loose_Casing,Warning
256,41.92,790.7,0.1397,42.27,0.1967,231.54,45.55,78.55,Loose_Casing,Warning
257,39.04,977.0,0.1018,48.3,0.223,232.45,51.84,85.73,Loose_Casing,Warning
258,39.2,773.2,0.1104,35.94,0.1262,223.65,28.24,90.99,Loose_Casing,Warning
259,39.43,936.9,0.1119,35.0,0.1932,231.02,44.63,86.65,Loose_Casing,Warning
260,41.64,734.3,0.1198,35.0,0.2107,236.84,49.9,84.6,Loose_Casing,Warning
261,42.12,1172.9,0.1161,35.0,0.2789,223.56,62.34,89.52,Loose_Casing,Warning
262,40.11,617.4,0.0986,45.2,0.1351,236.0,31.89,91.33,Loose_Casing,Warning
263,40.15,1121.8,0.1143,35.0,0.2927,224.25,65.65,88.62,Loose_Casing,Warning
264,41.18,907.0,0.1186,39.8,0.1803,222.74,40.17,84.68,Loose_Casing,Warning
265,41.38,811.9,0.111,45.34,0.1832,228.48,41.86,89.58,Loose_Casing,Warning
266,42.53,930.1,0.1299,44.12,0.2208,230.58,50.92,86.23,Loose_Casing,Warning
267,37.87,1032.0,0.1332,39.27,0.2286,231.56,52.93,90.71,Loose_Casing,Warning
268,40.34,1146.0,0.1189,42.76,0.2702,222.19,60.03,93.58,Loose_Casing,Warning
269,38.28,956.4,0.1233,42.25,0.218,229.17,49.95,77.64,Loose_Casing,Warning
270,40.2,739.7,0.089,40.25,0.1338,223.57,29.92,88.23,Loose_Casing,Warning
271,39.87,910.0,0.1139,40.33,0.2174,219.56,47.72,81.03,Loose_Casing,Warning
272,40.21,1227.0,0.1344,55.11,0.2495,222.36,55.48,97.32,Loose_Casing,Warning
273,38.79,1142.6,0.1139,46.49,0.2712,223.25,60.54,85.97,Loose_Casing,Warning
274,37.48,1063.6,0.1094,56.59,0.2862,229.61,65.72,90.71,Loose_Casing,Warning
275,36.33,1043.2,0.1527,38.6,0.2356,232.76,54.85,87.66,Loose_Casing,Warning
276,40.05,1025.9,0.1461,41.09,0.2069,219.63,45.45,84.67,Loose_Casing,Warning
277,39.48,1108.6,0.1267,35.0,0.2551,228.76,58.37,84.2,Loose_Casing,Warning
278,39.02,817.8,0.1364,36.71,0.1678,221.12,37.1,93.98,Loose_Casing,Warning
279,42.8,656.1,0.088,53.09,0.1696,230.15,39.02,91.53,Loose_Casing,Warning
280,38.67,912.4,0.1087,38.45,0.2088,223.89,46.75,95.38,Loose_Casing,Warning
281,42.98,752.8,0.1132,53.2,0.223,221.74,49.46,88.02,Loose_Casing,Warning
282,43.37,710.1,0.1166,35.0,0.1979,231.0,45.72,88.92,Loose_Casing,Warning
283,36.61,770.3,0.113,35.24,0.1755,224.07,39.33,86.76,Loose_Casing,Warning
284,40.47,1347.4,0.0834,39.54,0.3342,225.42,75.34,86.68,Loose_Casing,Warning
285,39.54,924.5,0.1255,41.22,0.2048,215.9,44.22,83.74,Loose_Casing,Warning
286,34.79,965.1,0.1278,47.18,0.2261,231.73,52.4,88.13,Loose_Casing,Warning
287,37.56,680.0,0.143,44.33,0.1486,231.1,34.35,84.72,Loose_Casing,Warning
288,41.77,568.1,0.1087,39.09,0.1538,227.03,34.92,89.52,Loose_Casing,Warning
289,44.12,752.6,0.1075,40.8,0.2153,219.36,47.23,88.46,Loose_Casing,Warning
290,42.01,1158.9,0.0815,39.68,0.2925,233.05,68.17,88.92,Loose_Casing,Warning
291,40.91,960.2,0.1158,36.08,0.2496,223.67,55.82,94.33,Loose_Casing,Warning
292,40.26,1007.7,0.1329,36.24,0.2607,224.73,58.59,87.65,Loose_Casing,Warning
293,43.49,1032.9,0.1112,47.81,0.2563,238.56,61.14,90.75,Loose_Casing,Warning
294,44.37,793.6,0.1508,35.0,0.1536,223.48,34.33,95.8,Loose_Casing,Warning
