sample_id,temperature_C,rpm,vibration_g,noise_dB,current_A,voltage_V,power_W,humidity_pct,failure_mode,health_status
42,48.36,1346.4,0.1501,44.21,0.3379,224.47,75.84,89.41,Healthy,Healthy
43,41.78,928.3,0.1422,35.66,0.251,231.01,57.97,82.26,Healthy,Healthy
44,38.17,998.7,0.1234,45.26,0.2349,229.2,53.84,83.58,Healthy,Healthy
45,48.35,860.8,0.1437,35.0,0.1972,218.63,43.11,84.59,Healthy,Healthy
46,35.31,1052.2,0.0907,39.66,0.263,228.47,60.09,89.2,Healthy,Healthy
47,42.01,666.3,0.2126,35.0,0.1518,213.66,32.43,82.77,Healthy,Healthy
48,40.02,585.8,0.08,35.0,0.1353,222.52,30.1,89.12,Healthy,Healthy
49,34.67,894.5,0.1757,35.74,0.2216,229.32,50.81,88.83,Healthy,Healthy
50,42.05,1269.7,0.1291,46.69,0.2821,226.95,64.01,80.25,Healthy,Healthy
51,44.98,1117.5,0.1496,45.55,0.2669,218.16,58.22,83.56,Healthy,Healthy
52,34.43,754.5,0.1581,43.21,0.1783,221.4,39.47,91.87,Healthy,Healthy
53,43.2,992.9,0.1466,38.68,0.2585,213.96,55.3,90.52,Healthy,Healthy
54,33.0,785.5,0.0812,39.51,0.1664,220.29,36.65,84.48,Healthy,Healthy
55,33.68,976.8,0.1063,45.32,0.1725,229.9,39.66,83.76,Healthy,Healthy
56,37.41,990.8,0.08,42.28,0.2226,224.21,49.9,78.24,Healthy,Healthy
57,42.56,1066.8,0.1057,38.6,0.2599,227.85,59.22,93.54,Healthy,Healthy
58,45.79,618.2,0.1354,46.51,0.171,227.07,38.82,87.96,Healthy,Healthy
59,40.82,672.2,0.1491,42.89,0.1376,227.16,31.27,95.15,Healthy,Healthy
60,43.88,886.4,0.1387,39.81,0.2218,232.12,51.49,87.05,Healthy,Healthy
61,39.29,714.2,0.08,36.03,0.1981,225.99,44.77,88.9,Healthy,Healthy
62,42.85,700.3,0.0931,35.54,0.1842,231.55,42.65,91.28,Healthy,Healthy
63,42.52,948.9,0.0883,36.69,0.1995,214.61,42.82,94.19,Healthy,Healthy
64,37.09,735.1,0.08,40.96,0.1526,232.56,35.49,89.75,Healthy,Healthy
65,38.06,1306.4,0.08,43.0,0.3169,220.55,69.89,87.81,Healthy,Healthy
66,44.09,804.0,0.1201,35.0,0.2326,221.64,51.56,87.91,Healthy,Healthy
67,51.74,851.4,0.1877,35.0,0.199,223.48,44.48,83.72,Healthy,Healthy
68,47.92,953.6,0.08,35.0,0.2179,232.42,50.65,86.31,Healthy,Healthy
69,33.17,628.6,0.08,36.3,0.1087,222.55,24.2,88.0,Healthy,Healthy
70,33.2,991.5,0.0913,44.94,0.2213,223.72,49.5,93.19,Healthy,Healthy
71,36.92,961.5,0.1362,36.99,0.2045,222.19,45.44,86.12,Healthy,Healthy
72,40.92,837.1,0.1786,39.87,0.1961,228.28,44.76,91.94,Healthy,Healthy
73,40.6,949.3,0.1159,40.75,0.1796,230.72,41.43,87.48,Healthy,Healthy
74,48.13,977.1,0.08,35.0,0.2189,235.52,51.55,92.65,Healthy,Healthy
75,48.47,1158.3,0.08,46.36,0.2423,239.0,57.92,90.44,Healthy,Healthy
76,40.34,1350.0,0.129,35.0,0.3411,230.25,78.53,90.18,Healthy,Healthy
77,38.86,708.9,0.1677,46.9,0.1416,228.83,32.4,91.62,Healthy,Healthy
78,43.56,666.5,0.207,37.82,0.1397,220.91,30.85,91.05,Healthy,Healthy
79,47.01,918.5,0.08,36.68,0.2221,236.55,52.54,91.95,Healthy,Healthy
80,43.79,525.8,0.1267,35.0,0.1101,228.08,25.11,96.11,Healthy,Healthy
81,37.58,1016.9,0.08,39.56,0.3026,225.55,68.26,94.11,Healthy,Healthy
82,36.44,920.4,0.08,50.64,0.2405,228.94,55.07,89.62,Healthy,Healthy
83,33.29,966.1,0.08,40.73,0.2259,223.82,50.56,86.08,Healthy,Healthy
84,41.52,845.4,0.104,39.96,0.2074,215.31,44.67,89.23,Healthy,Healthy
85,44.23,945.9,0.08,35.0,0.1555,229.86,35.73,80.29,Healthy,Healthy
86,44.94,985.0,0.2387,41.69,0.264,233.71,61.69,91.03,Healthy,Healthy
87,47.57,936.0,0.098,39.35,0.2326,229.78,53.44,83.67,Healthy,Healthy
88,49.64,657.9,0.1673,38.16,0.1515,226.96,34.38,92.18,Healthy,Healthy
89,33.0,931.0,0.0884,41.17,0.2329,227.07,52.88,95.52,Healthy,Healthy
90,42.85,1233.7,0.227,35.0,0.3069,227.86,69.94,82.14,Healthy,Healthy
91,43.07,943.4,0.1362,37.96,0.2086,227.71,47.5,87.6,Healthy,Healthy
92,39.83,924.7,0.1601,35.0,0.2263,226.7,51.3,83.65,Healthy,Healthy
93,35.07,1180.8,0.0917,38.66,0.3046,227.13,69.18,81.06,Healthy,Healthy
94,49.42,765.8,0.1668,35.0,0.1913,234.78,44.91,87.39,Healthy,Healthy
95,36.59,1060.1,0.136,35.0,0.2404,229.36,55.13,90.28,Healthy,Healthy
96,33.0,804.6,0.1019,35.0,0.196,227.53,44.58,90.74,Healthy,Healthy
97,40.43,1095.6,0.08,44.51,0.2939,230.3,67.69,88.4,Healthy,Healthy
98,38.8,1043.6,0.1086,35.0,0.2652,230.3,61.08,81.31,Healthy,Healthy
99,52.02,825.8,0.1045,35.14,0.1605,231.73,37.18,88.28,Healthy,Healthy
100,43.39,852.1,0.1616,46.74,0.2151,223.22,48.01,81.98,Healthy,Healthy
101,38.37,1076.0,0.1089,41.56,0.2637,224.6,59.22,82.23,Healthy,Healthy
102,39.06,566.0,0.08,35.0,0.1643,222.93,36.63,83.91,Healthy,Healthy
103,38.98,820.5,0.1509,45.96,0.1923,230.83,44.4,91.89,Healthy,Healthy
104,54.29,1011.7,0.1819,47.38,0.2258,230.59,52.07,89.93,Healthy,Healthy
105,44.56,844.5,0.08,46.87,0.1592,220.63,35.11,89.06,Healthy,Healthy
106,33.0,924.3,0.2064,42.1,0.1964,228.95,44.97,84.44,Healthy,Healthy
107,38.76,532.6,0.1869,35.0,0.1577,233.86,36.89,86.29,Healthy,Healthy
108,40.15,746.2,0.0898,38.23,0.1796,225.82,40.56,82.46,Healthy,Healthy
109,33.31,1022.3,0.08,35.0,0.2358,228.57,53.89,93.12,Healthy,Healthy
110,33.0,764.8,0.1704,35.0,0.2144,230.65,49.44,96.37,Healthy,Healthy
111,44.06,665.6,0.08,35.0,0.1855,220.4,40.88,89.97,Healthy,Healthy
112,35.22,1091.1,0.088,35.12,0.2342,227.76,53.34,90.65,Healthy,Healthy
113,48.18,992.8,0.08,39.38,0.2649,233.36,61.83,87.18,Healthy,Healthy
114,40.35,704.1,0.1203,36.1,0.1183,224.03,26.51,81.48,Healthy,Healthy
115,37.31,924.9,0.1902,35.87,0.2285,231.16,52.83,84.51,Healthy,Healthy
116,33.0,709.9,0.138,36.93,0.1751,227.14,39.77,85.99,Healthy,Healthy
117,48.01,872.6,0.1688,46.58,0.2355,223.63,52.65,86.3,Healthy,Healthy
118,42.15,931.7,0.1032,50.15,0.2279,226.52,51.63,85.4,Healthy,Healthy
119,37.47,754.5,0.1247,36.07,0.1693,224.37,37.98,87.99,Healthy,Healthy
120,34.68,1033.6,0.08,40.31,0.2366,222.56,52.66,84.48,Healthy,Healthy
121,50.39,1061.5,0.1154,35.0,0.3223,225.73,72.75,96.25,Healthy,Healthy
122,33.58,947.4,0.0843,42.63,0.2234,227.34,50.78,82.48,Healthy,Healthy
123,37.97,974.5,0.1123,35.93,0.2439,226.17,55.17,91.26,Healthy,Healthy
124,43.9,638.5,0.109,35.0,0.1,225.67,22.57,86.78,Healthy,Healthy
125,49.46,1145.2,0.1049,49.28,0.2443,228.13,55.73,89.6,Healthy,Healthy
126,38.93,883.6,0.2209,35.0,0.2205,229.66,50.65,89.78,Healthy,Healthy
127,35.66,731.7,0.2047,35.0,0.126,221.28,27.88,88.41,Healthy,Healthy
128,39.63,926.3,0.1878,42.46,0.2313,225.74,52.22,83.38,Healthy,Healthy
129,46.01,1034.2,0.206,36.52,0.2212,217.13,48.03,86.51,Healthy,Healthy
130,47.43,992.2,0.188,35.02,0.2029,226.19,45.89,88.46,Healthy,Healthy
131,33.0,704.8,0.1189,53.21,0.1442,227.75,32.85,88.22,Healthy,Healthy
132,41.03,1036.4,0.114,42.43,0.2841,229.85,65.31,83.81,Healthy,Healthy
133,33.0,889.1,0.1313,38.18,0.2167,227.77,49.36,92.84,Healthy,Healthy
134,45.88,990.2,0.1099,35.0,0.2058,229.74,47.29,78.08,Healthy,Healthy
135,42.97,755.7,0.08,40.9,0.1978,227.33,44.97,86.82,Healthy,Healthy
136,34.49,1088.3,0.1342,35.0,0.2769,223.62,61.92,84.21,Healthy,Healthy
137,49.98,932.9,0.08,35.72,0.2071,221.42,45.86,88.51,Healthy,Healthy
138,42.41,1114.0,0.1266,38.3,0.2865,225.68,64.66,91.77,Healthy,Healthy
139,41.72,623.7,0.08,39.65,0.1734,223.17,38.7,82.31,Healthy,Healthy
140,39.17,647.7,0.1161,37.73,0.1747,226.4,39.56,96.98,Healthy,Healthy
141,40.25,856.8,0.1292,35.0,0.1813,224.54,40.7,88.59,Healthy,Healthy
142,37.89,1164.2,0.1031,43.46,0.239,229.1,54.75,89.29,Healthy,Healthy
143,35.62,1253.3,0.08,35.0,0.2455,227.24,55.8,82.18,Healthy,Healthy
144,48.06,740.1,0.08,37.0,0.1545,229.24,35.42,87.62,Healthy,Healthy
145,37.19,909.5,0.1419,35.71,0.202,229.21,46.31,91.59,Healthy,Healthy
146,36.98,927.9,0.0933,43.95,0.2086,226.1,47.16,88.62,Healthy,Healthy
147,39.48,1029.3,0.1469,36.03,0.2389,226.41,54.08,88.35,Healthy,Healthy
148,49.29,1059.3,0.1205,40.86,0.2952,229.51,67.75,87.6,Healthy,Healthy
149,47.44,699.4,0.1105,40.29,0.1538,239.23,36.79,82.43,Healthy,Healthy
150,33.0,891.2,0.08,35.0,0.2601,223.57,58.14,90.49,Bearing_Wear,Warning
151,41.54,572.8,0.1381,37.13,0.1411,221.32,31.24,87.63,Bearing_Wear,Warning
152,40.6,1301.0,0.1152,39.63,0.3567,234.17,83.53,91.75,Bearing_Wear,Warning
153,34.62,663.1,0.08,36.25,0.1753,231.08,40.51,83.13,Bearing_Wear,Warning
154,33.0,772.8,0.1419,36.58,0.1958,230.22,45.07,83.57,Bearing_Wear,Warning
155,38.95,1025.2,0.1187,36.18,0.2288,231.54,52.98,83.35,Bearing_Wear,Warning
156,33.0,944.3,0.08,38.84,0.2503,229.51,57.45,89.44,Bearing_Wear,Warning
157,33.0,1195.8,0.08,37.06,0.3415,231.72,79.13,89.78,Bearing_Wear,Warning
158,34.84,1029.6,0.08,40.47,0.2504,223.68,56.01,85.96,Bearing_Wear,Warning
159,42.48,885.4,0.1683,39.69,0.2315,233.89,54.15,86.89,Bearing_Wear,Warning
160,38.21,1087.9,0.08,38.82,0.29,233.44,67.69,92.75,Bearing_Wear,Warning
161,33.0,1109.0,0.1781,38.99,0.3281,228.9,75.11,85.09,Bearing_Wear,Warning
162,33.0,781.2,0.08,37.27,0.2104,225.56,47.47,88.95,Bearing_Wear,Warning
163,35.3,1073.3,0.08,37.27,0.296,220.88,65.38,85.13,Bearing_Wear,Warning
164,36.32,860.0,0.1349,39.65,0.2305,228.14,52.59,92.07,Bearing_Wear,Warning
165,34.75,881.4,0.1369,39.98,0.2229,235.42,52.47,90.25,Bearing_Wear,Warning
166,43.88,925.7,0.1208,39.63,0.217,221.2,47.99,82.34,Bearing_Wear,Warning
167,34.46,831.5,0.1261,37.74,0.2152,232.09,49.95,86.78,Bearing_Wear,Warning
168,33.0,821.8,0.08,37.87,0.2314,224.64,51.98,79.69,Bearing_Wear,Warning
169,33.12,1077.2,0.1329,36.99,0.2925,225.07,65.83,91.31,Bearing_Wear,Warning
170,37.31,624.8,0.1072,39.74,0.2086,221.12,46.14,95.78,Bearing_Wear,Warning
171,36.98,708.9,0.0809,35.33,0.2164,223.24,48.32,79.3,Bearing_Wear,Warning
172,34.24,1021.5,0.1008,35.0,0.3085,230.23,71.02,82.23,Bearing_Wear,Warning
173,33.44,886.9,0.1427,35.26,0.1817,230.86,41.94,88.45,Bearing_Wear,Warning
174,33.0,1078.5,0.1137,35.04,0.3331,228.18,76.02,87.73,Bearing_Wear,Warning
175,35.52,964.4,0.08,40.69,0.2662,224.5,59.76,86.2,Bearing_Wear,Warning
176,33.45,659.9,0.1354,39.77,0.1884,221.48,41.73,81.02,Bearing_Wear,Warning
177,36.31,911.3,0.1321,36.56,0.2694,227.31,61.23,89.06,Bearing_Wear,Warning
178,37.49,996.2,0.0803,38.33,0.2679,225.18,60.33,91.26,Bearing_Wear,Warning
179,41.13,942.1,0.1018,40.87,0.2231,228.06,50.89,98.9,Bearing_Wear,Warning
180,33.0,815.7,0.1016,39.31,0.259,225.39,58.37,92.9,Bearing_Wear,Warning
181,33.0,850.7,0.08,41.92,0.207,225.52,46.68,82.74,Bearing_Wear,Warning
182,33.0,799.2,0.08,38.32,0.1871,227.79,42.63,87.75,Bearing_Wear,Warning
183,33.0,661.5,0.081,37.44,0.171,228.76,39.12,90.11,Bearing_Wear,Warning
184,33.0,636.7,0.0899,36.75,0.1602,233.12,37.34,85.12,Bearing_Wear,Warning
185,42.12,970.2,0.08,38.54,0.2604,225.32,58.68,90.84,Bearing_Wear,Warning
186,35.82,743.1,0.1255,40.01,0.1967,229.73,45.18,90.54,Bearing_Wear,Warning
187,44.69,1003.6,0.08,38.66,0.3066,236.02,72.37,92.63,Bearing_Wear,Warning
188,35.08,792.9,0.1362,37.92,0.2255,229.86,51.83,90.93,Bearing_Wear,Warning
189,33.0,663.6,0.1234,40.53,0.1543,232.82,35.93,88.91,Bearing_Wear,Warning
190,33.0,826.6,0.1557,39.35,0.2018,223.9,45.19,85.31,Bearing_Wear,Warning
191,40.08,1277.0,0.1719,38.32,0.3319,223.4,74.15,82.76,Bearing_Wear,Warning
192,33.0,882.8,0.1722,37.26,0.2262,226.2,51.18,88.65,Bearing_Wear,Warning
193,37.81,1016.3,0.08,38.09,0.2584,226.74,58.6,86.23,Bearing_Wear,Warning
194,33.36,930.4,0.1117,39.26,0.2191,232.35,50.92,86.6,Bearing_Wear,Warning
195,33.0,647.1,0.08,37.24,0.1817,223.35,40.58,92.17,Bearing_Wear,Warning
196,41.84,1160.8,0.239,36.51,0.2989,226.56,67.71,93.14,Bearing_Wear,Warning
197,33.0,855.4,0.1234,37.72,0.2032,232.37,47.21,82.98,Bearing_Wear,Warning
198,33.0,664.1,0.1582,38.42,0.1917,228.08,43.71,86.98,Bearing_Wear,Warning
199,34.72,807.8,0.1156,40.7,0.2402,226.95,54.52,86.11,Bearing_Wear,Warning
200,33.0,862.9,0.08,36.63,0.2247,228.19,51.28,89.03,Bearing_Wear,Warning
201,45.87,1034.9,0.08,38.87,0.3271,221.36,72.4,78.96,Bearing_Wear,Warning
202,40.25,777.5,0.08,38.05,0.27,221.28,59.75,82.1,Bearing_Wear,Warning
203,33.0,1371.7,0.08,38.13,0.3818,219.06,83.64,87.34,Bearing_Wear,Warning
204,33.0,731.3,0.1123,40.99,0.1832,228.03,41.79,90.87,Bearing_Wear,Warning
205,33.0,1010.2,0.1185,38.63,0.2785,231.59,64.5,88.09,Bearing_Wear,Warning
206,35.77,544.7,0.08,37.02,0.1122,230.83,25.91,90.42,Bearing_Wear,Warning
207,33.0,877.7,0.0865,39.94,0.2114,232.72,49.19,88.57,Bearing_Wear,Warning
208,35.53,966.1,0.08,39.82,0.2126,234.27,49.81,92.78,Bearing_Wear,Warning
209,33.0,698.5,0.1566,36.88,0.17,227.72,38.72,93.59,Bearing_Wear,Warning
210,34.97,1169.8,0.1224,36.57,0.2798,226.68,63.41,84.83,Bearing_Wear,Warning
211,43.36,978.2,0.0888,39.16,0.2798,234.38,65.57,91.25,Bearing_Wear,Warning
212,35.36,842.8,0.1064,38.45,0.2054,223.49,45.91,89.78,Bearing_Wear,Warning
213,33.0,976.3,0.08,37.74,0.2696,221.11,59.62,97.57,Bearing_Wear,Warning
214,35.0,793.2,0.1254,40.21,0.2336,225.31,52.62,84.69,Bearing_Wear,Warning
215,34.79,1125.2,0.08,37.54,0.3344,224.72,75.15,87.34,Bearing_Wear,Warning
216,45.75,1082.8,0.08,39.18,0.2807,227.24,63.8,83.77,Bearing_Wear,Warning
217,33.48,967.2,0.1537,40.4,0.2681,222.75,59.73,84.01,Bearing_Wear,Warning
218,33.0,1010.1,0.1086,37.95,0.2805,228.85,64.2,89.3,Bearing_Wear,Warning
219,35.2,634.1,0.08,35.54,0.2054,224.15,46.04,88.6,Bearing_Wear,Warning
220,36.05,1164.1,0.08,37.85,0.3341,233.14,77.88,89.91,Bearing_Wear,Warning
221,37.83,882.1,0.1126,38.81,0.2728,221.03,60.3,89.83,Bearing_Wear,Warning
222,38.77,1084.5,0.1092,40.12,0.2449,226.3,55.42,86.88,Bearing_Wear,Warning
223,44.61,1035.0,0.098,37.66,0.2593,225.33,58.43,86.85,Bearing_Wear,Warning
224,33.0,1081.7,0.08,41.28,0.3189,228.15,72.75,84.01,Bearing_Wear,Warning
225,33.0,711.4,0.08,36.4,0.207,231.63,47.94,85.07,Bearing_Wear,Warning
226,33.0,734.3,0.08,38.77,0.1936,228.33,44.2,87.58,Bearing_Wear,Warning
227,38.32,1304.7,0.0882,38.11,0.337,226.36,76.27,88.57,Bearing_Wear,Warning
228,33.0,626.5,0.095,40.68,0.19,230.46,43.78,90.57,Bearing_Wear,Warning
229,39.43,702.4,0.0898,36.12,0.1336,231.22,30.9,90.17,Bearing_Wear,Warning
230,33.0,907.8,0.0918,39.19,0.2655,228.35,60.63,93.87,Bearing_Wear,Warning
231,43.49,908.1,0.1783,38.11,0.2462,228.94,56.36,84.01,Bearing_Wear,Warning
232,33.0,802.8,0.1336,40.97,0.2019,230.23,46.48,86.89,Bearing_Wear,Warning
233,40.07,1010.9,0.1483,37.16,0.2852,218.78,62.39,84.35,Bearing_Wear,Warning
234,39.49,1062.4,0.1169,39.17,0.2744,225.25,61.8,92.78,Bearing_Wear,Warning
235,37.66,896.7,0.0999,37.15,0.2414,228.88,55.26,85.84,Bearing_Wear,Warning
236,33.0,851.7,0.1145,38.8,0.2273,225.54,51.25,92.3,Bearing_Wear,Warning
237,37.68,896.0,0.1065,37.9,0.2611,225.56,58.88,93.47,Bearing_Wear,Warning
238,35.72,810.5,0.1318,37.88,0.2219,228.87,50.78,89.41,Bearing_Wear,Warning
239,33.0,594.3,0.08,35.29,0.1066,228.99,24.41,88.94,Bearing_Wear,Warning
240,42.67,954.2,0.1282,39.17,0.2175,229.34,49.87,87.95,Bearing_Wear,Warning
241,33.42,1037.9,0.104,36.75,0.2485,223.04,55.41,86.56,Bearing_Wear,Warning
242,42.3,872.3,0.08,36.7,0.2467,219.91,54.26,86.09,Bearing_Wear,Warning
243,34.77,492.3,0.1005,35.99,0.1475,231.02,34.08,87.23,Bearing_Wear,Warning
244,39.87,797.1,0.08,36.79,0.2602,223.29,58.09,94.92,Bearing_Wear,Warning
245,33.0,1063.0,0.08,39.31,0.2571,222.94,57.33,83.74,Bearing_Wear,Warning
246,36.14,641.1,0.0898,39.23,0.2083,222.49,46.35,88.6,Bearing_Wear,Warning
247,35.8,1025.3,0.08,39.57,0.2214,232.76,51.54,90.57,Bearing_Wear,Warning
248,33.53,819.8,0.0944,36.84,0.2205,228.06,50.28,86.69,Bearing_Wear,Warning
249,33.0,896.6,0.0997,38.85,0.2474,228.71,56.58,89.42,Bearing_Wear,Warning
250,37.51,943.5,0.1737,39.93,0.2171,229.86,49.9,83.25,Bearing_Wear,Warning
251,46.88,844.3,0.1581,37.19,0.2653,223.81,59.38,91.09,Bearing_Wear,Warning
252,44.73,921.2,0.0999,39.71,0.2233,223.07,49.82,87.99,Bearing_Wear,Warning
253,56.56,677.7,0.1389,41.19,0.2055,221.31,45.48,89.63,Bearing_Wear,Warning
254,43.44,1055.7,0.08,39.93,0.2593,220.83,57.27,87.45,Bearing_Wear,Warning
255,45.7,945.0,0.1236,40.98,0.2707,226.99,61.45,88.31,Bearing_Wear,Warning
256,42.83,965.2,0.1163,35.0,0.2323,223.36,51.89,84.34,Bearing_Wear,Warning
257,43.69,849.8,0.1949,39.46,0.2567,233.0,59.82,87.2,Bearing_Wear,Warning
258,43.28,841.0,0.1461,38.93,0.2491,224.11,55.82,86.16,Bearing_Wear,Warning
259,40.78,994.5,0.08,40.16,0.2502,227.47,56.91,85.05,Bearing_Wear,Warning
260,44.46,1186.2,0.08,36.68,0.3343,225.68,75.45,88.32,Bearing_Wear,Warning
261,47.13,649.1,0.1017,37.68,0.2004,219.98,44.09,89.22,Bearing_Wear,Warning
262,40.87,640.1,0.08,39.96,0.1462,232.45,33.98,88.78,Bearing_Wear,Warning
263,48.42,947.9,0.1073,36.79,0.2257,230.48,52.02,87.4,Bearing_Wear,Warning
264,47.69,840.2,0.1119,38.89,0.1958,231.05,45.23,89.4,Bearing_Wear,Warning
265,38.1,922.3,0.1446,38.47,0.2139,229.97,49.19,88.74,Bearing_Wear,Warning
266,37.6,895.7,0.1524,38.18,0.2105,223.2,46.99,88.18,Bearing_Wear,Warning
267,46.09,1012.0,0.1249,39.43,0.2972,223.3,66.36,88.45,Bearing_Wear,Warning
268,39.86,848.5,0.08,36.7,0.2431,229.26,55.74,92.41,Bearing_Wear,Warning
269,37.11,682.5,0.08,37.24,0.1362,234.71,31.96,83.1,Bearing_Wear,Warning
270,53.71,757.8,0.0872,38.27,0.1892,228.93,43.32,86.56,Bearing_Wear,Warning
271,37.59,871.1,0.1546,36.56,0.2017,231.89,46.77,89.12,Bearing_Wear,Warning
272,34.24,674.1,0.1528,40.49,0.2048,224.37,45.94,81.63,Bearing_Wear,Warning
273,38.69,893.4,0.1062,37.21,0.2273,232.49,52.84,93.19,Bearing_Wear,Warning
274,44.79,910.9,0.2461,39.77,0.2016,224.9,45.35,88.79,Bearing_Wear,Warning
275,43.84,835.6,0.2033,37.09,0.2289,228.2,52.24,91.53,Bearing_Wear,Warning
276,54.74,937.7,0.1861,39.64,0.2684,225.17,60.44,92.17,Bearing_Wear,Warning
277,38.78,609.4,0.1572,35.9,0.1371,231.45,31.73,89.41,Bearing_Wear,Warning
278,44.81,728.4,0.1442,40.78,0.1881,231.51,43.55,79.09,Bearing_Wear,Warning
279,50.18,694.3,0.1403,40.33,0.1613,219.62,35.43,88.38,Bearing_Wear,Warning
280,39.43,1058.4,0.08,37.61,0.3185,233.63,74.4,88.63,Bearing_Wear,Warning
281,47.62,1315.1,0.08,37.17,0.3409,238.88,81.44,83.56,Bearing_Wear,Warning
282,33.0,741.5,0.1077,39.24,0.179,225.22,40.31,80.82,Bearing_Wear,Warning
283,53.97,857.7,0.1265,36.03,0.2287,226.37,51.77,89.6,Bearing_Wear,Warning
284,49.37,775.2,0.1129,38.56,0.2023,233.2,47.17,82.93,Bearing_Wear,Warning
285,39.3,939.8,0.1342,37.2,0.2713,227.33,61.67,95.84,Bearing_Wear,Warning
286,48.38,790.5,0.08,38.09,0.2458,226.98,55.79,88.83,Bearing_Wear,Warning
287,51.29,950.9,0.1467,37.46,0.2891,236.48,68.36,93.07,Bearing_Wear,Warning
288,35.65,1019.7,0.1229,37.21,0.263,220.23,57.93,87.92,Bearing_Wear,Warning
289,39.79,679.7,0.1096,41.25,0.1908,223.06,42.57,90.73,Bearing_Wear,Warning
290,51.49,948.9,0.1693,39.76,0.2959,229.09,67.78,88.01,Bearing_Wear,Warning
291,43.8,577.1,0.08,36.11,0.1972,218.9,43.16,91.72,Bearing_Wear,Warning
292,46.02,853.8,0.1069,37.08,0.2048,225.13,46.12,79.85,Bearing_Wear,Warning
